DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2015-Q2,17806,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2015-Q3,16823,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2015-Q4,17381,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2016-Q1,17564,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2016-Q2,16472,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2016-Q3,15796,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2016-Q4,16129,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2017-Q1,16209,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2017-Q2,14812,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2017-Q3,14332,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2017-Q4,14420,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2018-Q1,14675,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2018-Q2,13474,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2018-Q3,12790,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2018-Q4,13118,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2019-Q1,13389,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2019-Q2,12298,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2019-Q3,12083,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2019-Q4,12357,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2020-Q1,12484,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2020-Q2,11865,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2020-Q3,13983,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2020-Q4,13383,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2021-Q1,13868,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2021-Q2,13021,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2021-Q3,12380,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2021-Q4,11850,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2022-Q1,11799,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2022-Q2,11138,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2022-Q3,11241,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2022-Q4,11276,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2023-Q1,11627,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2023-Q2,10784,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2023-Q3,11075,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2023-Q4,11148,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2024-Q1,11628,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2024-Q2,10774,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2024-Q3,10741,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2024-Q4,10526,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2025-Q1,11418,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2025-Q2,10872,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2025-Q3,11014,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2025-Q4,10796,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2009-Q1,15498,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2009-Q2,15561,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2009-Q3,15624,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2009-Q4,16535,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2010-Q1,17529,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2010-Q2,16717,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2010-Q3,16167,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2010-Q4,16832,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2011-Q1,17303,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2011-Q2,16316,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2011-Q3,16372,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2011-Q4,17654,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2012-Q1,18987,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2012-Q2,18612,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2012-Q3,18565,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2012-Q4,19829,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2013-Q1,20995,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2013-Q2,19971,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2013-Q3,19387,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2013-Q4,19965,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2014-Q1,20593,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2014-Q2,19086,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2014-Q3,18540,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2014-Q4,19299,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2015-Q1,19383,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2015-Q2,18169,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2015-Q3,17136,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2015-Q4,17675,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2016-Q1,17876,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2016-Q2,16771,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2016-Q3,16058,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2016-Q4,16376,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2017-Q1,16466,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2017-Q2,15060,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2017-Q3,14566,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2017-Q4,14642,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2018-Q1,14896,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2018-Q2,13690,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2018-Q3,12992,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2018-Q4,13305,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2019-Q1,13576,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2019-Q2,12463,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2019-Q3,12233,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2019-Q4,12516,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2020-Q1,12652,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2020-Q2,12074,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2020-Q3,14163,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2020-Q4,13575,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2021-Q1,14057,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2021-Q2,13190,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2021-Q3,12517,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2021-Q4,11982,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2022-Q1,11943,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2022-Q2,11277,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2022-Q3,11352,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2022-Q4,11392,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2023-Q1,11762,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2023-Q2,10925,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2023-Q3,11200,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2023-Q4,11276,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2024-Q1,11781,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2024-Q2,10905,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2024-Q3,10851,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2024-Q4,10642,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2025-Q1,11535,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2025-Q2,10982,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2025-Q3,11118,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2025-Q4,10891,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2009-Q1,77,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2009-Q2,90,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2009-Q3,100,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2009-Q4,106,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2010-Q1,134,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Thousand persons,Total,Estonia,2010-Q2,125,,
